2,"extratrees",1,"ant-1.4.csv","ranger"
2,"extratrees",1,"ar3.csv","ranger"
2,"extratrees",1,"ant-1.5.csv","ranger"
2,"gini",1,"ar4.csv","ranger"
2,"extratrees",1,"ant-1.6.csv","ranger"
2,"extratrees",1,"ar5.csv","ranger"
2,"extratrees",1,"forrest-0.8.csv","ranger"
2,"extratrees",1,"camel-1.2.csv","ranger"
2,"extratrees",1,"ar6.csv","ranger"
2,"extratrees",1,"jedit-4.0.csv","ranger"
2,"gini",1,"pbeans2.csv","ranger"
2,"gini",1,"log4j-1.1.csv","ranger"
2,"gini",1,"ivy-1.4.csv","ranger"
2,"extratrees",1,"ant-1.7.csv","ranger"
2,"extratrees",1,"log4j-1.2.csv","ranger"
2,"extratrees",1,"ivy-2.0.csv","ranger"
2,"extratrees",1,"jedit-4.1.csv","ranger"
2,"extratrees",1,"lucene-2.2.csv","ranger"
2,"gini",1,"poi-2.0.csv","ranger"
2,"extratrees",1,"camel-1.4.csv","ranger"
2,"gini",1,"lucene-2.4.csv","ranger"
2,"extratrees",1,"synapse-1.1.csv","ranger"
2,"gini",1,"velocity-1.5.csv","ranger"
2,"extratrees",1,"PC3.csv","ranger"
2,"extratrees",1,"jedit-4.2.csv","ranger"
2,"extratrees",1,"synapse-1.2.csv","ranger"
2,"gini",1,"poi-2.5.csv","ranger"
2,"extratrees",1,"jedit-4.3.csv","ranger"
2,"extratrees",1,"xerces-1.3.csv","ranger"
6,"gini",1,"xalan-2.5.csv","ranger"
20,"gini",1,"velocity-1.6.csv","ranger"
2,"extratrees",1,"xerces-1.4.csv","ranger"
11,"gini",1,"MC2.csv","ranger"
2,"extratrees",1,"poi-3.0.csv","ranger"
2,"extratrees",1,"PC4.csv","ranger"
