TestROC,TestMCC,TestPrecision,TestRecall,TestF1,TestKappa,TestAccuracy,TestSpecificity,TrainAccuracy,TrainKappa,TrainROC,TrainSens,TrainSpec,TrainAUC,TrainPrecision,TrainRecall,TrainF,DataSet,Model,iteration,RunTime,NRowTrainData,NRowTestData,countTotalChecks,nonEqualROCValues,nonEqualAccuracyValues,countNullModels
0.61456780461141,0.113766932288962,0.720930232558139,0.0801033591731266,0.144186046511628,0.0528960795877028,0.541718555417185,0.971153846153846,0.837681140735031,0.240341376552399,0.751390751815882,0.263302323210237,0.940303555469823,0.352900903554792,0.444529404054682,0.263302323210237,0.324004894779008,xalan-2.5.csv,svmRadial,5,393.046,723,803,0,0,0,2 
0.571244855967078,0,NA,0,NA,0,0.72972972972973,1,0.884036245306493,0.0674168639692157,0.632842503116075,0.0864166666666667,0.971707443751969,0.177763195394878,0.239880952380952,0.0864166666666667,0.297808972073678,synapse-1.1.csv,svmRadial,5,162.812,157,222,0,0,0,2 
0.741379310344828,0.28784916685157,1,0.1,0.181818181818182,0.153034300791556,0.831775700934579,1,0.891472782722503,0.186963183975301,0.743776183349731,0.184634920634921,0.968368957109549,0.250816604826201,0.461985018726592,0.184634920634921,0.308434579022814,ar4.csv,svmRadial,5,169.816,184,107,0,0,0,2 
0.544186046511628,0,NA,0,NA,0,0.851485148514851,1,0.883853921624326,0.396466681425425,0.742165074051543,0.36381168216888,0.966263917927363,0.438141784050958,0.667906836627425,0.36381168216888,0.453522512932123,ar6.csv,svmRadial,5,222.128,327,101,0,0,0,2 
0.643148242485991,0.189694238125407,0.368421052631579,0.987179487179487,0.536585365853658,0.0803768229717081,0.419213973799127,0.125827814569536,0.712781017016199,0.215407994547649,0.677154152501835,0.88083989711787,0.311271156294915,0.819284958018186,0.754993825184213,0.88083989711787,0.811860577943655,velocity-1.6.csv,svmRadial,5,251.597,410,229,0,0,0,2 
0.64298299234116,0.197070606346825,0.684491978609626,0.630541871921182,0.656410256410256,0.196160767846431,0.605882352941176,0.569343065693431,0.617938734681299,0.234408807146199,0.646423409376153,0.647160882525812,0.588417488945855,0.657282890181284,0.639898636268522,0.647160882525812,0.640842437516454,lucene-2.4.csv,svmRadial,5,291.903,442,340,0,0,0,2 
0.769095136899811,0.268693978080136,0.865168539325843,0.187347931873479,0.308,0.170931007034131,0.609039548022599,0.974683544303797,0.682430683705664,0.180857297669808,0.663766271139147,0.284942785657111,0.875249814830994,0.472507607075697,0.5290651605798,0.284942785657111,0.366249519817091,xalan-2.6.csv,svmRadial,5,1088.172,1526,885,0,0,0,2 
0.570520078502415,0.142760137471285,0.324324324324324,0.173913043478261,0.226415094339623,0.134368008948545,0.818984547461369,0.934895833333333,0.849331603972741,0.241669137298965,0.703062486073575,0.213063501533052,0.970133466109535,0.355098638658275,0.605080137698559,0.213063501533052,0.303531925752786,xerces-1.3.csv,svmRadial,5,259.242,440,453,0,0,0,2 
0.764693530204902,0.421412716833728,0.893491124260355,0.537366548042705,0.671111111111111,0.370527895921941,0.665158371040724,0.888198757763975,0.622668844249613,0.244125865269679,0.662543067913036,0.621527483688206,0.625017149406299,0.554740948282645,0.580333211139033,0.621527483688206,0.597638970166991,poi-3.0.csv,svmRadial,5,607.812,936,442,0,0,0,2 
0.660123119015048,0.245120629104314,0.8,0.13953488372093,0.237623762376238,0.153119092627599,0.69921875,0.982352941176471,0.798643341171857,0.234648695126049,0.711740050477318,0.264906027622553,0.933511312961907,0.384836049276667,0.507276480098849,0.264906027622553,0.335543252454192,synapse-1.2.csv,svmRadial,5,238.146999999999,379,256,0,0,0,2 
