TestROC,TestMCC,TestPrecision,TestRecall,TestF1,TestKappa,TestAccuracy,TestSpecificity,TrainAccuracy,TrainKappa,TrainROC,TrainSens,TrainSpec,TrainAUC,TrainPrecision,TrainRecall,TrainF,DataSet,Model,iteration,RunTime,NRowTrainData,NRowTestData,countTotalChecks,nonEqualROCValues,nonEqualAccuracyValues,countNullModels
0.433652063615962,-0.0283685049839864,0.111627906976744,0.648648648648649,0.19047619047619,-0.0132557183080768,0.35031847133758,0.310469314079422,0.701089957183638,0.374454182681419,0.772479157355785,0.782306466046782,0.59056032105451,0.804059538446212,0.736672118919517,0.782306466046782,0.7539734142946,poi-2.0.csv,svmRadial,5,129.099000000002,237,314,0,0,0,2 
0.797023689005872,0.106494675222127,1,0.486636971046771,0.654681647940075,0.0224278745774651,0.492849284928493,1,0.73952719064991,0.482252294587568,0.834402111557287,0.8080479368395,0.679916665683824,0.79697068922243,0.689410162977388,0.8080479368395,0.74317033533715,xalan-2.7.csv,svmRadial,5,320.516999999993,885,909,0,0,0,2 
0.808931384799263,0.452885736890907,0.661016949152542,0.493670886075949,0.565217391304348,0.445070255528547,0.807692307692308,0.914163090128755,0.794226902910337,0.401827126493711,0.785579980101928,0.476019743838184,0.899983251709757,0.5513164748296,0.618150211513511,0.476019743838184,0.528473449696934,jedit-4.1.csv,svmRadial,5,222.626,306,312,0,0,0,2 
0.762475942231045,0.13387905240959,0.972222222222222,0.080091533180778,0.147991543340381,0.0393091705181221,0.314625850340136,0.993377483443709,0.876305400467528,0.374415992996805,0.836486244124002,0.310296107703647,0.978668207995587,0.521762442039431,0.746217644971128,0.310296107703647,0.430111428687056,xerces-1.4.csv,svmRadial,5,268.681999999997,453,588,0,0,0,2 
0.625,0,NA,0,NA,0,0.873015873015873,1,0.906102010989638,-0.0155595176895068,0.744588174902545,0.00336700336700337,0.983617559951187,0.178022664922383,0.00427350427350427,0.00336700336700337,0.222222222222222,ar3.csv,svmRadial,5,158.689000000002,121,63,0,0,0,2 
0.478775264715659,0,NA,0,NA,0,0.875580315691736,1,0.977971016297907,-0.00115632596385553,0.789052563731306,0,0.99929427973554,0.0607808392774521,0,0,NaN,PC3.csv,svmRadial,5,440.289000000001,745,1077,0,0,0,2 
0.498641304347826,0.0318345306167542,0.263157894736842,0.125,0.169491525423729,0.0289467824537969,0.724719101123595,0.898550724637681,0.829657938169396,0.254558020057747,0.738723675466618,0.295933233433233,0.933763021579503,0.355110142911051,0.509825426578004,0.295933233433233,0.361005904888857,ant-1.4.csv,svmRadial,5,178.116999999998,125,178,0,0,0,2 
0.780364983249058,0.368746465013232,0.558139534883721,0.433734939759036,0.488135593220339,0.364244660830644,0.797315436241611,0.901554404145078,0.786648361069494,0.418738653101587,0.798495995141249,0.512931751171587,0.886808589337727,0.543057555014214,0.623166474838109,0.512931751171587,0.555345804105973,ant-1.7.csv,svmRadial,5,227.680999999997,351,745,0,0,0,2 
0.675240384615385,-0.0191116921153828,0,0,NaN,-0.00557413600891773,0.883522727272727,0.996794871794872,0.927347854488832,-0.0019631333034581,0.678861233003906,0,0.998686302995077,0.119612786458712,0,0,NaN,ivy-2.0.csv,svmRadial,5,195.510999999999,241,352,0,0,0,2 
0.571347736625514,0,NA,0,NA,0,0.72972972972973,1,0.885405453968677,0.0599808500571157,0.636124894932731,0.0795952380952381,0.974515759556844,0.178463794041375,0.203602430555556,0.0795952380952381,0.301373071373071,synapse-1.1.csv,svmRadial,5,272.805,157,222,0,0,0,2 
0.60188487009679,0.305227198710267,0.441558441558442,0.871794871794872,0.586206896551724,0.244639912039582,0.580786026200873,0.43046357615894,0.759661588434393,0.418193866745819,0.803027828541076,0.884584174625827,0.511595236545103,0.857633375044927,0.786851766933596,0.884584174625827,0.830128476175177,velocity-1.6.csv,svmRadial,5,185.786,214,229,0,0,0,2 
0.653466483011936,0,NA,0,NA,0,0.9,1,0.848713388451277,0.0768438588622327,0.668480665181538,0.058436149761137,0.990538959622183,0.278325417919043,0.533513741817402,0.058436149761137,0.104680069496275,prop-6.csv,svmRadial,5,19269.048,8516,660,0,0,0,2 
0.65437756497948,0.195324334488382,0.575757575757576,0.22093023255814,0.319327731092437,0.163466193319348,0.68359375,0.917647058823529,0.775459456453802,0.385516108408806,0.760089864464611,0.473096857287428,0.890646711575234,0.578968091222412,0.625345786896832,0.473096857287428,0.524906231366796,synapse-1.2.csv,svmRadial,5,191.458000000006,222,256,0,0,0,2 
0.365081233812103,0.0210068641371901,0.676470588235294,0.092741935483871,0.163120567375887,0.00922513248860498,0.387012987012987,0.91970802919708,0.86710100172943,-0.0132259160723675,0.761450103374972,0.00750869963369963,0.983789186841933,0.240212134057367,0.0375,0.00750869963369963,0.120092538848989,poi-2.5.csv,svmRadial,5,222.540999999997,314,385,0,0,0,2 
0.810621810621811,0.156226700435316,0.1,0.363636363636364,0.156862745098039,0.126218404097142,0.91260162601626,0.925155925155925,0.863518940761812,0.26121646855494,0.751621392573429,0.263791686662699,0.954299660685463,0.347282469424736,0.496596507165006,0.263791686662699,0.327187601711569,jedit-4.3.csv,svmRadial,5,245.342000000004,367,492,0,0,0,2 
0.613785157026437,0.120489553700175,0.723404255319149,0.0878552971576227,0.15668202764977,0.0583934590098808,0.544209215442092,0.96875,0.837652162859421,0.231186730369726,0.754045309172951,0.251344048889633,0.942493581101926,0.356646039077716,0.439665130667485,0.251344048889633,0.313705543924707,xalan-2.5.csv,svmRadial,5,750.751000000004,723,803,0,0,0,2 
0.72007722007722,0.216807774208112,0.65,0.141304347826087,0.232142857142857,0.152840143691064,0.754985754985755,0.972972972972973,0.887218481622668,0.0872033613166979,0.780650468802785,0.0667634293810764,0.991562080417006,0.332569439528906,0.528418803418803,0.0667634293810764,0.192324006648421,ant-1.6.csv,svmRadial,5,210.818999999989,293,351,0,0,0,2 
0.622640237324703,0.1900495105456,0.684210526315789,0.541666666666667,0.604651162790698,0.18450184501845,0.587044534412955,0.650485436893204,0.68494416107964,0.367291724410199,0.736276349874804,0.670018532345211,0.701270492731326,0.658433414917269,0.657839391585181,0.670018532345211,0.657984087040546,lucene-2.2.csv,svmRadial,5,431.441000000006,195,247,0,0,0,2 
