TestROC,TestMCC,TestPrecision,TestRecall,TestF1,TestKappa,TestAccuracy,TestSpecificity,TrainAccuracy,TrainKappa,TrainROC,TrainSens,TrainSpec,TrainAUC,TrainPrecision,TrainRecall,TrainF,DataSet,Model,iteration,RunTime,NRowTrainData,NRowTestData,countTotalChecks,nonEqualROCValues,nonEqualAccuracyValues,countNullModels
0.60308908045977,0.13897811484343,0.181818181818182,0.4375,0.256880733944954,0.121292902365878,0.723549488054608,0.758620689655172,0.702493883894089,0.191099884595657,0.603954473352759,0.422449986760745,0.78552440012326,0.167829187317595,0.362913236232441,0.422449986760745,0.379593545058083,ant-1.5.csv,knn,5,28.122,178,293,0,0,0,2 
0.488372093023256,-0.0593599879950372,0,0,NaN,-0.0362100181050095,0.831683168316832,0.976744186046512,0.864583826304415,0.62602444442949,0.834539113664114,0.7675,0.901578227328227,0.119830209251533,0.7455,0.7675,0.711647443465625,ar6.csv,knn,5,19.672,36,101,0,0,0,2 
0.584792780373943,0.150188885652517,0.215149769585253,0.307280954339778,0.253091648314416,0.147112192541937,0.80842096115408,0.867609192051693,0.825825587280637,0.299334412146911,0.680447496704978,0.394740019188156,0.900671568111213,0.194330084602108,0.408293501167843,0.394740019188156,0.401142348695035,prop-2.csv,knn,5,2243.354,18471,23014,0,0,0,2 
0.513405797101449,0.0333627936565441,0.260869565217391,0.15,0.19047619047619,0.0315767015148283,0.713483146067416,0.876811594202899,0.78114752272888,0.221937620894331,0.618842499523697,0.378030136530137,0.859654862517258,0.150610700438251,0.349635003885004,0.378030136530137,0.360275331484024,ant-1.4.csv,knn,5,19.123,125,178,0,0,0,2 
0.706818181818182,0.372759655496072,0.28,0.875,0.424242424242424,0.287075640262061,0.698412698412698,0.672727272727273,0.880746469041321,0.12499439037388,0.578652069979799,0.216498316498316,0.940261401590304,0.0935849799931474,0.205037593984962,0.216498316498316,0.321715883323026,ar3.csv,knn,5,18.188,121,63,0,0,0,2 
0.572016115494376,0.201555142348401,0.512820512820513,0.217391304347826,0.305343511450382,0.176884422110553,0.740740740740741,0.926640926640927,0.854093922910597,0.232669469571592,0.614995731699873,0.304931621483092,0.925059841916654,0.15904308532528,0.351169050720521,0.304931621483092,0.31037975628475,ant-1.6.csv,knn,5,19.715,293,351,0,0,0,2 
0.812040909753002,0.382384150468166,0.528301886792453,0.506024096385542,0.516923076923077,0.382239076355916,0.789261744966443,0.870466321243523,0.782298650164329,0.409417505511953,0.781617512030576,0.509948158735506,0.882068900208133,0.546575190583519,0.613653749331295,0.509948158735506,0.549089754799537,ant-1.7.csv,knn,5,20.382,351,745,0,0,0,2 
0.666666666666667,0.206724557648681,0.166666666666667,0.5,0.25,0.172413793103448,0.8125,0.833333333333333,0.708990148740149,0.0852778658888874,0.557738531755386,0.287453183520599,0.8091052003552,0.119532044110696,0.270265151515152,0.287453183520599,0.469656699889258,forrest-0.8.csv,knn,5,17.199,29,32,0,0,0,2 
0.619252873563218,0.404144953771779,0.833333333333333,0.25,0.384615384615385,0.326514555468135,0.850467289719626,0.988505747126437,0.850900328555746,0.292344759381411,0.667831918533135,0.419047619047619,0.916146212498858,0.133415535309585,0.431010860484545,0.419047619047619,0.478189792663477,ar4.csv,knn,5,18.057,63,107,0,0,0,2 
0.67378930892188,0.276949550409431,0.30976430976431,0.63448275862069,0.416289592760181,0.248311025279491,0.704128440366973,0.718019257221458,0.644293511041249,0.207798920384005,0.603504737937641,0.461721013422871,0.744109287318802,0.2250229911082,0.493350718885181,0.461721013422871,0.474748224280729,camel-1.4.csv,knn,5,23.2,608,872,0,0,0,2 
